coupon,SmsCouponHistoryDetail.java,mall\\mall-portal\\src\\main\\java\\com\\macro\\mall\\portal\\domain\\SmsCouponHistoryDetail.java,"<association property=""coupon"" resultMap=""com.macro.mall.mapper.SmsCouponMapper.BaseResultMap"" columnPrefix=""c_"">",6,SmsCouponHistoryDao.xml,mall\mall-portal\src\main\resources\dao\SmsCouponHistoryDao.xml
intergration,UmsMemberTask.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberTask.java,"<if test=""intergration != null"">",194,UmsMemberTaskMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberTaskMapper.xml
intergration,UmsMemberTask.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberTask.java,intergration = #{intergration*jdbcType=INTEGER}*,195,UmsMemberTaskMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberTaskMapper.xml
intergration,UmsMemberTask.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberTask.java,intergration*,124,UmsMemberTaskMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberTaskMapper.xml
intergration,UmsMemberTask.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberTask.java,intergration = #{record.intergration*jdbcType=INTEGER}*,164,UmsMemberTaskMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberTaskMapper.xml
intergration,UmsMemberTask.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberTask.java,"<if test=""record.intergration != null"">",163,UmsMemberTaskMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberTaskMapper.xml
intergration,UmsMemberTask.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberTask.java,id* name* growth* intergration* type,70,UmsMemberTaskMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberTaskMapper.xml
intergration,UmsMemberTask.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberTask.java,intergration = #{intergration*jdbcType=INTEGER}*,207,UmsMemberTaskMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberTaskMapper.xml
intergration,UmsMemberTask.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberTask.java,insert into ums_member_task (name* growth* intergration*,106,UmsMemberTaskMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberTaskMapper.xml
intergration,UmsMemberTask.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberTask.java,values (#{name*jdbcType=VARCHAR}* #{growth*jdbcType=INTEGER}* #{intergration*jdbcType=INTEGER}*,108,UmsMemberTaskMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberTaskMapper.xml
intergration,UmsMemberTask.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberTask.java,intergration = #{record.intergration*jdbcType=INTEGER}*,179,UmsMemberTaskMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberTaskMapper.xml
intergration,UmsMemberTask.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberTask.java,"<if test=""intergration != null"">",123,UmsMemberTaskMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberTaskMapper.xml
intergration,UmsMemberTask.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberTask.java,#{intergration*jdbcType=INTEGER}*,138,UmsMemberTaskMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberTaskMapper.xml
dest,PmsFeightTemplate.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsFeightTemplate.java,"<if test=""dest != null"">",163,PmsFeightTemplateMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsFeightTemplateMapper.xml
dest,PmsFeightTemplate.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsFeightTemplate.java,"<if test=""dest != null"">",241,PmsFeightTemplateMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsFeightTemplateMapper.xml
dest,PmsFeightTemplate.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsFeightTemplate.java,"<if test=""dest != null"">",140,PmsFeightTemplateMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsFeightTemplateMapper.xml
dest,PmsFeightTemplate.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsFeightTemplate.java,"<if test=""record.dest != null"">",198,PmsFeightTemplateMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsFeightTemplateMapper.xml
dest,PmsFeightTemplate.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsFeightTemplate.java,dest = #{record.dest*jdbcType=VARCHAR},215,PmsFeightTemplateMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsFeightTemplateMapper.xml
dest,PmsFeightTemplate.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsFeightTemplate.java,id* name* charge_type* first_weight* first_fee* continue_weight* continme_fee* dest,73,PmsFeightTemplateMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsFeightTemplateMapper.xml
dest,PmsFeightTemplate.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsFeightTemplate.java,dest),111,PmsFeightTemplateMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsFeightTemplateMapper.xml
dest,PmsFeightTemplate.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsFeightTemplate.java,dest = #{dest*jdbcType=VARCHAR}*,242,PmsFeightTemplateMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsFeightTemplateMapper.xml
dest,PmsFeightTemplate.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsFeightTemplate.java,dest = #{dest*jdbcType=VARCHAR},255,PmsFeightTemplateMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsFeightTemplateMapper.xml
dest,PmsFeightTemplate.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsFeightTemplate.java,"<result column=""dest"" jdbcType=""VARCHAR"" property=""dest"" />",12,PmsFeightTemplateMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsFeightTemplateMapper.xml
dest,PmsFeightTemplate.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsFeightTemplate.java,dest*,141,PmsFeightTemplateMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsFeightTemplateMapper.xml
dest,PmsFeightTemplate.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsFeightTemplate.java,#{dest*jdbcType=VARCHAR}),114,PmsFeightTemplateMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsFeightTemplateMapper.xml
dest,PmsFeightTemplate.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsFeightTemplate.java,dest = #{record.dest*jdbcType=VARCHAR}*,199,PmsFeightTemplateMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsFeightTemplateMapper.xml
dest,PmsFeightTemplate.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsFeightTemplate.java,#{dest*jdbcType=VARCHAR}*,164,PmsFeightTemplateMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsFeightTemplateMapper.xml
gender,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,gender* birthday* city* job* personalized_signature* source_type* integration* growth*,85,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
gender,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,"<if test=""gender != null"">",165,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
gender,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,"<if test=""gender != null"">",221,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
gender,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,gender = #{gender*jdbcType=INTEGER}*,419,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
gender,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,gender = #{gender*jdbcType=INTEGER}*,377,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
gender,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,"<result column=""gender"" jdbcType=""INTEGER"" property=""gender"" />",14,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
gender,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,gender*,166,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
gender,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,#{createTime*jdbcType=TIMESTAMP}* #{icon*jdbcType=VARCHAR}* #{gender*jdbcType=INTEGER}*,130,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
gender,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,gender = #{record.gender*jdbcType=INTEGER}*,290,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
gender,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,"<if test=""gender != null"">",376,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
gender,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,"<if test=""record.gender != null"">",289,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
gender,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,#{gender*jdbcType=INTEGER}*,222,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
gender,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,gender = #{record.gender*jdbcType=INTEGER}*,335,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
gender,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,create_time* icon* gender*,124,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
job,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,gender* birthday* city* job* personalized_signature* source_type* integration* growth*,85,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
job,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,#{job*jdbcType=VARCHAR}*,231,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
job,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,"<if test=""job != null"">",174,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
job,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,"<if test=""job != null"">",230,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
job,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,"<result column=""job"" jdbcType=""VARCHAR"" property=""job"" />",17,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
job,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,job = #{record.job*jdbcType=VARCHAR}*,338,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
job,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,job = #{record.job*jdbcType=VARCHAR}*,299,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
job,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,"<if test=""record.job != null"">",298,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
job,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,job*,175,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
job,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,"<if test=""job != null"">",385,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
job,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,job = #{job*jdbcType=VARCHAR}*,422,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
job,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,#{birthday*jdbcType=DATE}* #{city*jdbcType=VARCHAR}* #{job*jdbcType=VARCHAR}* #{personalizedSignature*jdbcType=VARCHAR}*,131,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
job,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,birthday* city* job* personalized_signature*,125,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
job,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,job = #{job*jdbcType=VARCHAR}*,386,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
memberIp,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,member_ip = #{record.memberIp*jdbcType=VARCHAR}*,311,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
memberIp,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,member_ip = #{record.memberIp*jdbcType=VARCHAR}*,332,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
memberIp,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,member_ip = #{memberIp*jdbcType=VARCHAR}*,361,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
memberIp,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,"<if test=""memberIp != null"">",360,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
memberIp,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,"<if test=""memberIp != null"">",169,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
memberIp,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,"<if test=""record.memberIp != null"">",269,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
memberIp,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,member_ip = #{memberIp*jdbcType=VARCHAR}*,399,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
memberIp,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,"<result column=""member_ip"" jdbcType=""VARCHAR"" property=""memberIp"" />",10,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
memberIp,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,member_ip = #{memberIp*jdbcType=VARCHAR}*,417,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
memberIp,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,#{star*jdbcType=INTEGER}* #{memberIp*jdbcType=VARCHAR}* #{createTime*jdbcType=TIMESTAMP}*,146,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
memberIp,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,#{memberIp*jdbcType=VARCHAR}*,214,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
memberIp,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,"<if test=""memberIp != null"">",213,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
memberIp,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,member_ip = #{record.memberIp*jdbcType=VARCHAR}*,270,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
collectCouont,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,collect_couont = #{record.collectCouont*jdbcType=INTEGER}*,282,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
collectCouont,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,#{collectCouont*jdbcType=INTEGER}*,226,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
collectCouont,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,"<if test=""record.collectCouont != null"">",281,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
collectCouont,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,collect_couont = #{collectCouont*jdbcType=INTEGER}*,373,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
collectCouont,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,"<if test=""collectCouont != null"">",225,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
collectCouont,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,collect_couont = #{record.collectCouont*jdbcType=INTEGER}*,315,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
collectCouont,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,collect_couont = #{record.collectCouont*jdbcType=INTEGER}*,336,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
collectCouont,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,#{showStatus*jdbcType=INTEGER}* #{productAttribute*jdbcType=VARCHAR}* #{collectCouont*jdbcType=INTEGER}*,147,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
collectCouont,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,"<if test=""collectCouont != null"">",181,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
collectCouont,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,collect_couont = #{collectCouont*jdbcType=INTEGER}*,403,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
collectCouont,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,collect_couont = #{collectCouont*jdbcType=INTEGER}*,421,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
collectCouont,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,"<result column=""collect_couont"" jdbcType=""INTEGER"" property=""collectCouont"" />",14,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
collectCouont,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,"<if test=""collectCouont != null"">",372,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
replayCount,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,replay_count = #{record.replayCount*jdbcType=INTEGER}*,294,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
replayCount,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,"<result column=""replay_count"" jdbcType=""INTEGER"" property=""replayCount"" />",18,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
replayCount,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,"<if test=""replayCount != null"">",193,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
replayCount,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,"<if test=""record.replayCount != null"">",293,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
replayCount,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,"<if test=""replayCount != null"">",237,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
replayCount,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,replay_count = #{replayCount*jdbcType=INTEGER},425,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
replayCount,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,replay_count = #{replayCount*jdbcType=INTEGER}*,385,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
replayCount,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,replay_count = #{replayCount*jdbcType=INTEGER}*,407,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
replayCount,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,#{replayCount*jdbcType=INTEGER}*,238,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
replayCount,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,replay_count = #{record.replayCount*jdbcType=INTEGER},340,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
replayCount,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,"<if test=""replayCount != null"">",384,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
replayCount,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,#{replayCount*jdbcType=INTEGER}* #{content*jdbcType=LONGVARCHAR}),149,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
replayCount,PmsComment.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsComment.java,replay_count = #{record.replayCount*jdbcType=INTEGER}*,319,PmsCommentMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsCommentMapper.xml
flashPromotionId,SmsFlashPromotionProductRelation.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsFlashPromotionProductRelation.java,"<if test=""flashPromotionId != null"">",224,SmsFlashPromotionProductRelationMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsFlashPromotionProductRelationMapper.xml
flashPromotionId,SmsFlashPromotionProductRelation.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsFlashPromotionProductRelation.java,flash_promotion_id = #{flashPromotionId*jdbcType=BIGINT}*,225,SmsFlashPromotionProductRelationMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsFlashPromotionProductRelationMapper.xml
flashPromotionId,SmsFlashPromotionProductRelation.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsFlashPromotionProductRelation.java,"<if test=""flashPromotionId != null"">",123,SmsFlashPromotionProductRelationMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsFlashPromotionProductRelationMapper.xml
flashPromotionId,SmsFlashPromotionProductRelation.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsFlashPromotionProductRelation.java,"<if test=""flashPromotionId != null"">",146,SmsFlashPromotionProductRelationMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsFlashPromotionProductRelationMapper.xml
