customFieldDAO,5,CustomFieldDAOImplIT::itracker\\itracker-persistence\\src\\test\\java\\org\\itracker\\persistence\\dao\\CustomFieldDAOImplIT.java::private CustomFieldDAO customFieldDAO;,ConfigurationServiceImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\ConfigurationServiceImpl.java::private CustomFieldDAO customFieldDAO;,IssueServiceImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\IssueServiceImpl.java::private CustomFieldDAO customFieldDAO;,ProjectServiceImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\ProjectServiceImpl.java::private CustomFieldDAO customFieldDAO;,ConfigurationServiceIT::itracker\\itracker-services\\src\\test\\java\\org\\itracker\\services\\ConfigurationServiceIT.java::private CustomFieldDAO customFieldDAO;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
projectService,4,ITrackerServicesImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\ITrackerServicesImpl.java::private ProjectService projectService;,NotificationServiceImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\NotificationServiceImpl.java::private ProjectService projectService;,UserServiceImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\UserServiceImpl.java::private ProjectService projectService;,ProjectServiceImplIT::itracker\\itracker-services\\src\\test\\java\\org\\itracker\\services\\ProjectServiceImplIT.java::private ProjectService projectService;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INVALID_DATA,2,PasswordException::itracker\\itracker-core\\src\\main\\java\\org\\itracker\\PasswordException.java::public static final int INVALID_DATA = -1;,AuthenticatorException::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\exceptions\\AuthenticatorException.java::public static final int INVALID_DATA = -1;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numItemsOnIssueList,2,UserPreferences::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\UserPreferences.java::private int numItemsOnIssueList = 0; // all,UserForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\UserForm.java::private String numItemsOnIssueList = null;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
issueDAO,5,IssueDAOImplIT::itracker\\itracker-persistence\\src\\test\\java\\org\\itracker\\persistence\\dao\\IssueDAOImplIT.java::private IssueDAO issueDAO;,IssueServiceImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\IssueServiceImpl.java::private IssueDAO issueDAO;,ProjectServiceImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\ProjectServiceImpl.java::private IssueDAO issueDAO;,IssueServiceIT::itracker\\itracker-services\\src\\test\\java\\org\\itracker\\services\\IssueServiceIT.java::private IssueDAO issueDAO;,NotificationServiceIT::itracker\\itracker-services\\src\\test\\java\\org\\itracker\\services\\NotificationServiceIT.java::private IssueDAO issueDAO;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
languages,2,ITrackerResources::itracker\\itracker-core\\src\\main\\java\\org\\itracker\\core\\resources\\ITrackerResources.java::private static HashMap<Locale* ResourceBundle> languages = new HashMap<Locale* ResourceBundle>();,ConfigurationForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\ConfigurationForm.java::private Map<NameValuePair* List<NameValuePair>> languages;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paramValue,4,"FormatHistoryEntryTag::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatHistoryEntryTag.java::private String paramValue = ""$2"";",FormatIconActionTag::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatIconActionTag.java::private String paramValue = null;,FormatImageActionTag::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatImageActionTag.java::private String paramValue = null;,FormatLinkTag::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatLinkTag.java::private String paramValue = null;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro,2,ProjectScriptTest::itracker\\itracker-persistence\\src\\test\\java\\org\\itracker\\model\\ProjectScriptTest.java::private ProjectScript pro;,ProjectTest::itracker\\itracker-persistence\\src\\test\\java\\org\\itracker\\model\\ProjectTest.java::private Project pro;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name,15,Component::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\Component.java::private String name;,Configuration::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\Configuration.java::private String name;,"NameValuePair::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\NameValuePair.java::private String name = """";",Project::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\Project.java::private String name;,Report::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\Report.java::private String name;,WorkflowScript::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\WorkflowScript.java::private String name;,ComponentForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\ComponentForm.java::String name;,ProjectForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\ProjectForm.java::private String name;,ReportForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\ReportForm.java::private String name;,WorkflowScriptForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\WorkflowScriptForm.java::String name;,ProjectPTO::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\ptos\\ProjectPTO.java::private String name;,AddErrorTag::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\AddErrorTag.java::private String name = Globals.ERROR_KEY;,ClearErrorsTag::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\ClearErrorsTag.java::private String name = Globals.ERROR_KEY;,CustomFieldInfo::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\util\\EditProjectFormActionUtil.java::private String name;,ComponentInfo::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\util\\EditProjectFormActionUtil.java::private String name;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
applicationHost,2,AbstractSeleniumTestCase::itracker\\itracker-web\\src\\test\\java\\org\\itracker\\selenium\\AbstractSeleniumTestCase.java::protected String applicationHost;,SeleniumManager::itracker\\itracker-web\\src\\test\\java\\org\\itracker\\selenium\\SeleniumManager.java::private static String applicationHost;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fields,2,Issue::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\Issue.java::private List<IssueField> fields = new ArrayList<IssueField>();,ProjectForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\ProjectForm.java::private Integer[] fields;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
description,16,Component::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\Component.java::private String description;,Issue::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\Issue.java::private String description;,"IssueActivity::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\IssueActivity.java::private String description = """";",IssueAttachment::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\IssueAttachment.java::private String description;,IssueHistory::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\IssueHistory.java::private String description;,Project::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\Project.java::private String description;,Report::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\Report.java::private String description;,Version::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\Version.java::private String description;,ComponentForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\ComponentForm.java::String description;,IssueForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\IssueForm.java::private String description = null;,ProjectForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\ProjectForm.java::private String description;,ReportForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\ReportForm.java::private String description;,VersionForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\VersionForm.java::String description;,ProjectPTO::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\ptos\\ProjectPTO.java::private String description;,VersionInfo::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\util\\EditProjectFormActionUtil.java::private String description;,ComponentInfo::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\util\\EditProjectFormActionUtil.java::private String description;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
severity,2,Issue::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\Issue.java::private Integer severity;,IssueForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\IssueForm.java::private Integer severity = null;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INACTIVE_ACCOUNT,2,PasswordException::itracker\\itracker-core\\src\\main\\java\\org\\itracker\\PasswordException.java::public static final int INACTIVE_ACCOUNT = -5;,AuthenticatorException::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\exceptions\\AuthenticatorException.java::public static final int INACTIVE_ACCOUNT = -4;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
issueId,4,AssignIssueForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\AssignIssueForm.java::String issueId;,IssueRelationForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\IssueRelationForm.java::private Integer issueId;,MoveIssueForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\MoveIssueForm.java::private Integer issueId;,WatchIssueForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\WatchIssueForm.java::private String issueId;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
start,2,FormatPaginationLinkTag::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatPaginationLinkTag.java::private int start = 0;,Pagination::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\util\\ListIssuesActionUtil.java::final private int total* start* perPage* pageCount* currentPage;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAME_COMPARATOR,3,Component::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\Component.java::public static final Comparator<Component> NAME_COMPARATOR = new NameComparator();,Report::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\Report.java::public static final Comparator<Report> NAME_COMPARATOR = new NameComparator();,User::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\User.java::public static final Comparator<User> NAME_COMPARATOR = new NameComparator();,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
target,3,FormatIconActionTag::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatIconActionTag.java::private String target = null;,FormatImageActionTag::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatImageActionTag.java::private String target = null;,FormatLinkTag::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatLinkTag.java::private String target = null;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetAction,3,FormatIconActionTag::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatIconActionTag.java::private String targetAction = null;,FormatImageActionTag::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatImageActionTag.java::private String targetAction = null;,FormatLinkTag::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatLinkTag.java::private String targetAction = null;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
logger,34,ITrackerResources::itracker\\itracker-core\\src\\main\\java\\org\\itracker\\core\\resources\\ITrackerResources.java::private static final Logger logger = LoggerFactory,HTMLUtilities::itracker\\itracker-core\\src\\main\\java\\org\\itracker\\util\\HTMLUtilities.java::private static final Logger logger = LoggerFactory.getLogger(HTMLUtilities.class);,CustomField::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\CustomField.java::private static final Logger logger = Logger.getLogger(CustomField.class);,CustomFieldUtilities::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\util\\CustomFieldUtilities.java::private static final Logger logger = Logger.getLogger(CustomFieldUtilities.class);,IssueUtilities::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\util\\IssueUtilities.java::private static final Logger logger = Logger.getLogger(IssueUtilities.class);,PropertiesFileHandler::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\util\\PropertiesFileHandler.java::private final Logger logger;,WorkflowUtilities::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\util\\WorkflowUtilities.java::private static final Logger logger = Logger.getLogger(WorkflowUtilities.class);,TimestampInterceptor::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\persistence\\dao\\TimestampInterceptor.java::private static final transient Logger logger = Logger.getLogger(TimestampInterceptor.class);,ADIntegration::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\authentication\\adsson\\ADIntegration.java::private final Logger logger;,GetUserModelFromADPrivilegedAction::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\authentication\\adsson\\GetUserModelFromADPrivilegedAction.java::private final Logger logger;,WindowsSSONAuthenticator::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\authentication\\adsson\\WindowsSSONAuthenticator.java::private static final Logger logger = Logger.getLogger(WindowsSSONAuthenticator.class);,WindowsSSONAuthenticatorADInfo::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\authentication\\adsson\\WindowsSSONAuthenticatorADInfo.java::private static final Logger logger = Logger.getLogger(WindowsSSONAuthenticatorADInfo.class);,DefaultAuthenticator::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\authentication\\DefaultAuthenticator.java::private static final Logger logger = Logger.getLogger(DefaultAuthenticator.class);,ConfigurationServiceImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\ConfigurationServiceImpl.java::private static final Logger logger = LoggerFactory.getLogger(ConfigurationServiceImpl.class.getName());,DefaultEmailService::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\DefaultEmailService.java::private final Logger logger = Logger.getLogger(DefaultEmailService.class);,IssueServiceImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\IssueServiceImpl.java::private static final Logger logger = Logger,NotificationServiceImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\NotificationServiceImpl.java::private static final Logger logger = Logger,ProjectServiceImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\ProjectServiceImpl.java::private static final Logger logger = Logger.getLogger(ProjectService.class);,UserServiceImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\UserServiceImpl.java::private static final Logger logger = Logger.getLogger(UserServiceImpl.class);,IssueServiceIT::itracker\\itracker-services\\src\\test\\java\\org\\itracker\\services\\IssueServiceIT.java::private static final Logger logger = Logger,ApplicationInitialization::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\ApplicationInitialization.java::private final Logger logger;,MailNotification::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\scheduler\\tasks\\MailNotification.java::private static final Logger logger = Logger.getLogger(MailNotification.class);,ReminderNotification::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\scheduler\\tasks\\ReminderNotification.java::private final Logger logger;,AttachmentDownloadController::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\servlets\\AttachmentDownloadController.java::private static final Logger logger = Logger.getLogger(AttachmentDownloadController.class);,GenericController::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\servlets\\GenericController.java::private static final Logger logger = Logger.getLogger(GenericController.class);,ReportDownloadController::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\servlets\\ReportDownloadController.java::private static final Logger logger = Logger.getLogger(ReportDownloadController.class);,FormatCustomFieldTag::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatCustomFieldTag.java::private static final Logger logger = Logger,AttachmentUtilities::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\util\\AttachmentUtilities.java::private static final Logger logger = Logger.getLogger(AttachmentUtilities.class);,EditCustomFieldActionUtil::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\util\\EditCustomFieldActionUtil.java::private static final Logger logger = Logger.getLogger(EditCustomFieldActionUtil.class);,HTMLUtilities::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\util\\HTMLUtilities.java::private static final Logger logger = Logger.getLogger(HTMLUtilities.class);,ImportExportUtilities::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\util\\ImportExportUtilities.java::private static final Logger logger = LoggerFactory.getLogger(ImportExportUtilities.class);,ImportHandler::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\util\\ImportHandler.java::private final Logger logger;,LoginUtilities::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\util\\LoginUtilities.java::private static final Logger logger = LoggerFactory.getLogger(LoginUtilities.class);,SeleniumPreTest::itracker\\itracker-web\\src\\test\\java\\org\\itracker\\selenium\\SeleniumPreTest.java::private final Logger logger = LoggerFactory.getLogger(SeleniumPreTest.class);,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
notificationService,4,IssueServiceImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\IssueServiceImpl.java::private NotificationService notificationService;,ITrackerServicesImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\ITrackerServicesImpl.java::private NotificationService notificationService;,NotificationServiceIT::itracker\\itracker-services\\src\\test\\java\\org\\itracker\\services\\NotificationServiceIT.java::private NotificationService notificationService;,MailNotification::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\scheduler\\tasks\\MailNotification.java::private NotificationService notificationService;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
required,2,CustomField::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\CustomField.java::private boolean required;,CustomFieldForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\CustomFieldForm.java::String required = null;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
projectOptions,2,FormatHistoryEntryTag::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatHistoryEntryTag.java::private int projectOptions = 0;,FormatResolutionTag::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatResolutionTag.java::private int projectOptions;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
options,3,CustomField::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\CustomField.java::private List<CustomFieldValue> options = new ArrayList<CustomFieldValue>();,Project::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\Project.java::private int options;,ProjectForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\ProjectForm.java::private Integer[] options;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISPLAY_TYPE_EDIT,2,"FormatCustomFieldTag::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatCustomFieldTag.java::public static final String DISPLAY_TYPE_EDIT = ""edit"";","FormatResolutionTag::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\taglib\\FormatResolutionTag.java::public static final String DISPLAY_TYPE_EDIT = ""edit"";",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
priority,2,ProjectScript::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\model\\ProjectScript.java::private int priority;,ProjectScriptForm::itracker\\itracker-web\\src\\main\\java\\org\\itracker\\web\\forms\\ProjectScriptForm.java::private HashMap<String* String> priority = new HashMap<>();,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
projectDAO,8,IssueDAOImpl::itracker\\itracker-persistence\\src\\main\\java\\org\\itracker\\persistence\\dao\\IssueDAOImpl.java::private ProjectDAO projectDAO;,PermissionDAOImplIT::itracker\\itracker-persistence\\src\\test\\java\\org\\itracker\\persistence\\dao\\PermissionDAOImplIT.java::private ProjectDAO projectDAO;,ProjectDAOImplIT::itracker\\itracker-persistence\\src\\test\\java\\org\\itracker\\persistence\\dao\\ProjectDAOImplIT.java::private ProjectDAO projectDAO;,IssueServiceImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\IssueServiceImpl.java::private ProjectDAO projectDAO;,ProjectServiceImpl::itracker\\itracker-services\\src\\main\\java\\org\\itracker\\services\\implementations\\ProjectServiceImpl.java::private ProjectDAO projectDAO;,ConfigurationServiceIT::itracker\\itracker-services\\src\\test\\java\\org\\itracker\\services\\ConfigurationServiceIT.java::private ProjectDAO projectDAO;,ProjectServiceImplIT::itracker\\itracker-services\\src\\test\\java\\org\\itracker\\services\\ProjectServiceImplIT.java::private ProjectDAO projectDAO;,UserServiceImplIT::itracker\\itracker-services\\src\\test\\java\\org\\itracker\\services\\UserServiceImplIT.java::private ProjectDAO projectDAO;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
