Division private String nameEn,Division hbm xml property name nameEn column name en,1,hispacta\src\main\java\hispacta\bo\Division.java,hispacta\src\main\resources\hispacta\dao\impl\hibernate\mapping\Division.hbm.xml,nameEn,hispacta bo Division division nonstrict read write id null native nameCz name nameEn en shortcut, author miarkak Division id nameCz nameEn shortcut getId Optional  return empty setId this getDisplayLabel locale if null getLanguage cs toString getNameCz setNameCz getNameEn setNameEn getShortcut setShortcut super new Integer
Employee private String lastName,Employee html td class readOnly span jwcid Insert value ognl item lastName Miarka span td,1,hispacta\src\main\java\hispacta\bo\Employee.java,hispacta\src\main\webapp\WEB-INF\Employee.html,lastName,My Division Last Name Miarka First Karel Birth Date Phone Email Username content Border my CrudPage label FieldLabel ognl components division message Conditional editing input readOnly ItemLink item lastName Insert firstName birthDate Employee DatePicker dayMonthFormat gray TextField phone email emailLink true active Active checkbox Checkbox Yes No username password passwordAgain, Employee id version username password firstName lastName birthDate division title phone email lastLogin lastHost roles active authorities getEmailLink Optional  if null length return a href mailto empty getFullName getLastName getFirstName getId setId this getVersion setVersion getDisplayLabel locale toString getDivision setDivision getPhone setPhone getEmail setEmail getTitle setTitle getLastHost setLastHost getLastLogin setLastLogin getRoles setRoles getBirthDate setBirthDate setFirstName setLastName getUsername setUsername login getPassword setPassword getActive setActive isEnabled false booleanValue getAuthorities new GrantedAuthority size Iterator iterator for int i hasNext GrantedAuthorityImpl ROLE String next toUpperCase Integer
CrudPage private String submitTag,CrudPage html input jwcid btEdit Submit label message Edit selected ognl page submitTag,1,hispacta\src\main\java\hispacta\tapestry\page\CrudPage.java,hispacta\src\main\resources\hispacta\tapestry\jwc\CrudPage.html,submitTag,Error message content Conditional ognl page delegate hasErrors errors Foreach li allErrors error Delegator components value detailForm Form listeners formSubmit Hidden editing syncId synchronizeItem RenderBody canModify btEdit Submit Edit submitTag hispacta tapestry CrudPage DO EDIT submit contrib Choose When item id btInsert Insert SAVE Otherwise btUpdate Update btDelete Delete DELETE return confirm Do you really want to delete this btCreate Create CREATE new btList ListItems LIST List items, author miarkak transient page properties special lazy loading and so on abstract property getters setters CRUD operation hook methods restore manual to its pristine state before returnig pool Listener hooked Hidden syncId synchronize the item server with for submitted form param cycle current Request Cycle External link listener parameters external Form submit CrudPage BasePageimplementsIExternalPage PageRenderListener DO EDIT CREATE SAVE DELETE LIST editing submitTag getItem Optional empty  setItem doUpdate doDelete buildItem findItemById id canModify initialize super false null pageBeginRender arg this prepareItemForView getSubmitTag return setSubmitTag isEditing setEditing getSyncId getId setSyncId synchronizeItem if equals doRead doCreate activateExternalPage else Integer Boolean booleanValue formSubmit boolean goToList true checkErrors getDelegate getHasErrors prepareItemForPersistance try catch OptimisticLockingFailureException ex recordError getMessage optimistic locking failure ValidationConstraint CONSISTENCY DataIntegrityViolationException data integrity violation throw new RedirectException getListingPageName getPageName s
Employee private String lastName,Employee html td class label span jwcid FieldLabel field ognl components lastName Last Name span td,1,hispacta\src\main\java\hispacta\bo\Employee.java,hispacta\src\main\webapp\WEB-INF\Employee.html,lastName,My Division Last Name Miarka First Karel Birth Date Phone Email Username content Border my CrudPage label FieldLabel ognl components division message Conditional editing input readOnly ItemLink item lastName Insert firstName birthDate Employee DatePicker dayMonthFormat gray TextField phone email emailLink true active Active checkbox Checkbox Yes No username password passwordAgain, Employee id version username password firstName lastName birthDate division title phone email lastLogin lastHost roles active authorities getEmailLink Optional  if null length return a href mailto empty getFullName getLastName getFirstName getId setId this getVersion setVersion getDisplayLabel locale toString getDivision setDivision getPhone setPhone getEmail setEmail getTitle setTitle getLastHost setLastHost getLastLogin setLastLogin getRoles setRoles getBirthDate setBirthDate setFirstName setLastName getUsername setUsername login getPassword setPassword getActive setActive isEnabled false booleanValue getAuthorities new GrantedAuthority size Iterator iterator for int i hasNext GrantedAuthorityImpl ROLE String next toUpperCase Integer
Employee private Division division,Employee html td class readOnly a jwcid my ItemLink itemPage Division item ognl item division My Division a td,1,hispacta\src\main\java\hispacta\bo\Employee.java,hispacta\src\main\webapp\WEB-INF\Employee.html,division,My Division Last Name Miarka First Karel Birth Date Phone Email Username content Border my CrudPage label FieldLabel ognl components division message Conditional editing input readOnly ItemLink item lastName Insert firstName birthDate Employee DatePicker dayMonthFormat gray TextField phone email emailLink true active Active checkbox Checkbox Yes No username password passwordAgain, Employee id version username password firstName lastName birthDate division title phone email lastLogin lastHost roles active authorities getEmailLink Optional  if null length return a href mailto empty getFullName getLastName getFirstName getId setId this getVersion setVersion getDisplayLabel locale toString getDivision setDivision getPhone setPhone getEmail setEmail getTitle setTitle getLastHost setLastHost getLastLogin setLastLogin getRoles setRoles getBirthDate setBirthDate setFirstName setLastName getUsername setUsername login getPassword setPassword getActive setActive isEnabled false booleanValue getAuthorities new GrantedAuthority size Iterator iterator for int i hasNext GrantedAuthorityImpl ROLE String next toUpperCase Integer
BasePage private Format dateTimeFormat,News html td class readOnly span jwcid Insert value ognl item inserted format ognl dateTimeFormat td,1,hispacta\src\main\java\hispacta\tapestry\page\BasePage.java,hispacta\src\main\webapp\WEB-INF\News.html,dateTimeFormat,Text of this news content Border my CrudPage label Author readOnly ItemLink Employee ognl item author Inserted Insert inserted dateTimeFormat FieldLabel components text Conditional editing input TextArea InsertText, author miarkak common immutable protected for mocking Called after page instantiation OK Returns validation delegate editation form Writes component error into param componentId id name of the message constraint type Common validator required fields return email date formatter and time DateFormat getDateTimeInstance LONG getLocale formater displaying day month only part javascript showing text in bubble BasePage org apache tapestry html BasePageimplementsPageValidateListener requiredValidator emailValidator dayMonthFormat monthFormat dateTimeFormat finishLoad Optional  StringValidator sv new setRequired true setRequiredMessage getMessage field is EmailValidator ev setInvalidEmailFormatMessage invalid format initialize super null empty isLoginRequired pageValidate arg if isUserLoggedIn throw PageRedirectException getRequestCycle getPage Login getDelegate ValidationDelegate recordError IFormComponent getComponent setFormComponent record Visit visit getEngine getVisit getUser false getRequiredValidator getEmailValidator getDateFormat getDateInstance getDateTimeFormat SimpleDateFormat dateTime getDayMonthFormat dayMonth getMonthFormat getOnClickBubbleJs Utils bubbleStr
News private Employee author,Newss html a jwcid my OrderColumn orderProperties author lastName,1,hispacta\src\main\java\hispacta\bo\News.java,hispacta\src\main\webapp\WEB-INF\Newss.html,author,Filter Text Author Inserted Border listingFilterForm Form get filterLabel filter true listingTable images null gif my OrderColumn text author lastName inserted foreach even noborder right nowrap DetailLinks detail Insert ognl hispacta util Utils shortenStr item ItemLink Employee dateTimeFormat PageNavigation pagingAndSorting Conditional canCreate createButtonForm btCreate Submit listeners createButtonSubmit message Create submit new, News id author inserted text getId Optional  return empty setId this getAuthor setAuthor getInserted setInserted getText setText new Integer
Employee private String firstName,Employee html td class readOnly span jwcid Insert value ognl item firstName Karel span td,1,hispacta\src\main\java\hispacta\bo\Employee.java,hispacta\src\main\webapp\WEB-INF\Employee.html,firstName,My Division Last Name Miarka First Karel Birth Date Phone Email Username content Border my CrudPage label FieldLabel ognl components division message Conditional editing input readOnly ItemLink item lastName Insert firstName birthDate Employee DatePicker dayMonthFormat gray TextField phone email emailLink true active Active checkbox Checkbox Yes No username password passwordAgain, Employee id version username password firstName lastName birthDate division title phone email lastLogin lastHost roles active authorities getEmailLink Optional  if null length return a href mailto empty getFullName getLastName getFirstName getId setId this getVersion setVersion getDisplayLabel locale toString getDivision setDivision getPhone setPhone getEmail setEmail getTitle setTitle getLastHost setLastHost getLastLogin setLastLogin getRoles setRoles getBirthDate setBirthDate setFirstName setLastName getUsername setUsername login getPassword setPassword getActive setActive isEnabled false booleanValue getAuthorities new GrantedAuthority size Iterator iterator for int i hasNext GrantedAuthorityImpl ROLE String next toUpperCase Integer
News private String text,Newss html td span jwcid Insert value ognl hispacta util Utils shortenStr item text td,1,hispacta\src\main\java\hispacta\bo\News.java,hispacta\src\main\webapp\WEB-INF\Newss.html,text,Filter Text Author Inserted Border listingFilterForm Form get filterLabel filter true listingTable images null gif my OrderColumn text author lastName inserted foreach even noborder right nowrap DetailLinks detail Insert ognl hispacta util Utils shortenStr item ItemLink Employee dateTimeFormat PageNavigation pagingAndSorting Conditional canCreate createButtonForm btCreate Submit listeners createButtonSubmit message Create submit new, News id author inserted text getId Optional  return empty setId this getAuthor setAuthor getInserted setInserted getText setText new Integer
BasePage private Format dateTimeFormat,Newss html td align right nowrap nowrap span jwcid Insert value ognl item inserted format ognl dateTimeFormat td,1,hispacta\src\main\java\hispacta\tapestry\page\BasePage.java,hispacta\src\main\webapp\WEB-INF\Newss.html,dateTimeFormat,Filter Text Author Inserted Border listingFilterForm Form get filterLabel filter true listingTable images null gif my OrderColumn text author lastName inserted foreach even noborder right nowrap DetailLinks detail Insert ognl hispacta util Utils shortenStr item ItemLink Employee dateTimeFormat PageNavigation pagingAndSorting Conditional canCreate createButtonForm btCreate Submit listeners createButtonSubmit message Create submit new, author miarkak common immutable protected for mocking Called after page instantiation OK Returns validation delegate editation form Writes component error into param componentId id name of the message constraint type Common validator required fields return email date formatter and time DateFormat getDateTimeInstance LONG getLocale formater displaying day month only part javascript showing text in bubble BasePage org apache tapestry html BasePageimplementsPageValidateListener requiredValidator emailValidator dayMonthFormat monthFormat dateTimeFormat finishLoad Optional  StringValidator sv new setRequired true setRequiredMessage getMessage field is EmailValidator ev setInvalidEmailFormatMessage invalid format initialize super null empty isLoginRequired pageValidate arg if isUserLoggedIn throw PageRedirectException getRequestCycle getPage Login getDelegate ValidationDelegate recordError IFormComponent getComponent setFormComponent record Visit visit getEngine getVisit getUser false getRequiredValidator getEmailValidator getDateFormat getDateInstance getDateTimeFormat SimpleDateFormat dateTime getDayMonthFormat dayMonth getMonthFormat getOnClickBubbleJs Utils bubbleStr
PersonnelServiceImpl protected EhCacheBasedUserCache userCache,applicationContext xml property name userCache ref bean userCache property,1,hispacta\src\main\java\hispacta\service\impl\PersonnelServiceImpl.java,hispacta\src\main\resources\applicationContext.xml,userCache,HISPACTA Hibernate Spring Acegi security Tapestry example application classpath hispacta dao impl hibernate mapping true false yes Y no N org gjt mm mysql Driver jdbc localhost root net sf dialect MySQLDialect ehcache Provider PROPAGATION REQUIRED readOnly app service page Login j acegi check PersonnelService canModifyEmployees ROLE PERSONNEL ADMIN saveEmployee deleteEmployee thispacta canModifyDivisions saveDivision deleteDivision personnelSecurity personnelServiceTarget HomeService canModifyNews HOME USER IS AUTHOR t saveNews deleteNews homeSecurity homeServiceTarget sessionFactory springframework orm LocalSessionFactoryBean mappingDirectoryLocations hibernateProperties query substitutions connection driver class url username password cp min size max timeout statements idle test period show sql cache provider transactionManager HibernateTransactionManager transactionAttributes transaction interceptor NameMatchTransactionAttributeSource properties save delete find nameMatchTxInterceptor TransactionInterceptor transactionAttributeSource autoTxProxyCreator aop framework autoproxy BeanNameAutoProxyCreator interceptorNames beanNames passwordEncoder util MysqlPasswordEncoder userCache acegisecurity providers EhCacheBasedUserCache minutesToIdle daoAuthenticationProvider DaoAuthenticationProvider authenticationDao employeeDao authenticationManager ProviderManager authenticationProcessingFilter ui webapp AuthenticationProcessingFilter authenticationFailureUrl defaultTargetUrl filterProcessesUrl roleVoter vote RoleVoter userIsSecurityVoter UserIsSecurityVoter accessDecisionManager AffirmativeBased allowIfAllAbstainDecisions decisionVoters divisionDao DivisionDaoImpl EmployeeDaoImpl newsDao NewsDaoImpl PersonnelServiceImpl intercept method MethodSecurityInterceptor objectDefinitionSource personnelService ProxyFactoryBean proxyInterfaces HomeServiceImpl homeService, author miarkak When true all modification create update delete is allowed Exception must be thrown otherwise This behaviour MUST achieved by configuration of Acegi Security System for Spring lazy init PersonnelServiceImpl employeeDao divisionDao userCache canModifyEmployees Optional  return setEmployeeDao dao this empty setDivisionDao setUserCache saveEmployee employee deleteEmployee findEmployeeById id Employee empl if null getRoles size findAllEmployees findEmployeesCount findEmployeesByDivision division pas canModifyDivisions saveDivision deleteDivision findDivisionById findAllDivisions findDivisions findDivisionsCount super
PersonnelServiceImpl protected EmployeeDao employeeDao,applicationContext xml property name employeeDao ref local employeeDao property,1,hispacta\src\main\java\hispacta\service\impl\PersonnelServiceImpl.java,hispacta\src\main\resources\applicationContext.xml,employeeDao,HISPACTA Hibernate Spring Acegi security Tapestry example application classpath hispacta dao impl hibernate mapping true false yes Y no N org gjt mm mysql Driver jdbc localhost root net sf dialect MySQLDialect ehcache Provider PROPAGATION REQUIRED readOnly app service page Login j acegi check PersonnelService canModifyEmployees ROLE PERSONNEL ADMIN saveEmployee deleteEmployee thispacta canModifyDivisions saveDivision deleteDivision personnelSecurity personnelServiceTarget HomeService canModifyNews HOME USER IS AUTHOR t saveNews deleteNews homeSecurity homeServiceTarget sessionFactory springframework orm LocalSessionFactoryBean mappingDirectoryLocations hibernateProperties query substitutions connection driver class url username password cp min size max timeout statements idle test period show sql cache provider transactionManager HibernateTransactionManager transactionAttributes transaction interceptor NameMatchTransactionAttributeSource properties save delete find nameMatchTxInterceptor TransactionInterceptor transactionAttributeSource autoTxProxyCreator aop framework autoproxy BeanNameAutoProxyCreator interceptorNames beanNames passwordEncoder util MysqlPasswordEncoder userCache acegisecurity providers EhCacheBasedUserCache minutesToIdle daoAuthenticationProvider DaoAuthenticationProvider authenticationDao employeeDao authenticationManager ProviderManager authenticationProcessingFilter ui webapp AuthenticationProcessingFilter authenticationFailureUrl defaultTargetUrl filterProcessesUrl roleVoter vote RoleVoter userIsSecurityVoter UserIsSecurityVoter accessDecisionManager AffirmativeBased allowIfAllAbstainDecisions decisionVoters divisionDao DivisionDaoImpl EmployeeDaoImpl newsDao NewsDaoImpl PersonnelServiceImpl intercept method MethodSecurityInterceptor objectDefinitionSource personnelService ProxyFactoryBean proxyInterfaces HomeServiceImpl homeService, author miarkak When true all modification create update delete is allowed Exception must be thrown otherwise This behaviour MUST achieved by configuration of Acegi Security System for Spring lazy init PersonnelServiceImpl employeeDao divisionDao userCache canModifyEmployees Optional  return setEmployeeDao dao this empty setDivisionDao setUserCache saveEmployee employee deleteEmployee findEmployeeById id Employee empl if null getRoles size findAllEmployees findEmployeesCount findEmployeesByDivision division pas canModifyDivisions saveDivision deleteDivision findDivisionById findAllDivisions findDivisions findDivisionsCount super
BasePage protected IValidationDelegate delegate protected for mocking,CrudPage html form jwcid detailForm Form id detailForm delegate ognl page delegate listener ognl page listeners formSubmit,1,hispacta\src\main\java\hispacta\tapestry\page\BasePage.java,hispacta\src\main\java\hispacta\tapestry\jwc\CrudPage.html,delegate,Error message content Conditional ognl page delegate hasErrors errors Foreach li allErrors error Delegator components value detailForm Form listeners formSubmit Hidden editing syncId synchronizeItem RenderBody canModify btEdit Submit Edit submitTag hispacta tapestry CrudPage DO EDIT submit contrib Choose When item id btInsert Insert SAVE Otherwise btUpdate Update btDelete Delete DELETE return confirm Do you really want to delete this btCreate Create CREATE new btList ListItems LIST List items, author miarkak common immutable protected for mocking Called after page instantiation OK Returns validation delegate editation form Writes component error into param componentId id name of the message constraint type Common validator required fields return email date formatter and time DateFormat getDateTimeInstance LONG getLocale formater displaying day month only part javascript showing text in bubble BasePage org apache tapestry html BasePageimplementsPageValidateListener requiredValidator emailValidator dayMonthFormat monthFormat dateTimeFormat finishLoad Optional  StringValidator sv new setRequired true setRequiredMessage getMessage field is EmailValidator ev setInvalidEmailFormatMessage invalid format initialize super null empty isLoginRequired pageValidate arg if isUserLoggedIn throw PageRedirectException getRequestCycle getPage Login getDelegate ValidationDelegate recordError IFormComponent getComponent setFormComponent record Visit visit getEngine getVisit getUser false getRequiredValidator getEmailValidator getDateFormat getDateInstance getDateTimeFormat SimpleDateFormat dateTime getDayMonthFormat dayMonth getMonthFormat getOnClickBubbleJs Utils bubbleStr
News private Date inserted,Newss html td align right nowrap nowrap span jwcid Insert value ognl item inserted format ognl dateTimeFormat td,1,hispacta\src\main\java\hispacta\bo\News.java,hispacta\src\main\webapp\WEB-INF\Newss.html,inserted,Filter Text Author Inserted Border listingFilterForm Form get filterLabel filter true listingTable images null gif my OrderColumn text author lastName inserted foreach even noborder right nowrap DetailLinks detail Insert ognl hispacta util Utils shortenStr item ItemLink Employee dateTimeFormat PageNavigation pagingAndSorting Conditional canCreate createButtonForm btCreate Submit listeners createButtonSubmit message Create submit new, News id author inserted text getId Optional  return empty setId this getAuthor setAuthor getInserted setInserted getText setText new Integer
CrudPage public static final String DO SAVE DO SAVE,CrudPage html tag ognl hispacta tapestry page CrudPage DO SAVE type submit value Update,1,hispacta\src\main\java\hispacta\tapestry\page\CrudPage.java,hispacta\src\main\resources\hispacta\tapestry\jwc\CrudPage.html,DO_SAVE,Error message content Conditional ognl page delegate hasErrors errors Foreach li allErrors error Delegator components value detailForm Form listeners formSubmit Hidden editing syncId synchronizeItem RenderBody canModify btEdit Submit Edit submitTag hispacta tapestry CrudPage DO EDIT submit contrib Choose When item id btInsert Insert SAVE Otherwise btUpdate Update btDelete Delete DELETE return confirm Do you really want to delete this btCreate Create CREATE new btList ListItems LIST List items, author miarkak transient page properties special lazy loading and so on abstract property getters setters CRUD operation hook methods restore manual to its pristine state before returnig pool Listener hooked Hidden syncId synchronize the item server with for submitted form param cycle current Request Cycle External link listener parameters external Form submit CrudPage BasePageimplementsIExternalPage PageRenderListener DO EDIT CREATE SAVE DELETE LIST editing submitTag getItem Optional empty  setItem doUpdate doDelete buildItem findItemById id canModify initialize super false null pageBeginRender arg this prepareItemForView getSubmitTag return setSubmitTag isEditing setEditing getSyncId getId setSyncId synchronizeItem if equals doRead doCreate activateExternalPage else Integer Boolean booleanValue formSubmit boolean goToList true checkErrors getDelegate getHasErrors prepareItemForPersistance try catch OptimisticLockingFailureException ex recordError getMessage optimistic locking failure ValidationConstraint CONSISTENCY DataIntegrityViolationException data integrity violation throw new RedirectException getListingPageName getPageName s
Division private String nameCz,Division hbm xml property name nameCz column name,1,hispacta\src\main\java\hispacta\bo\Division.java,hispacta\src\main\java\hispacta\dao\impl\hibernate\mapping\Division.hbm.xml,nameCz,hispacta bo Division division nonstrict read write id null native nameCz name nameEn en shortcut, author miarkak Division id nameCz nameEn shortcut getId Optional  return empty setId this getDisplayLabel locale if null getLanguage cs toString getNameCz setNameCz getNameEn setNameEn getShortcut setShortcut super new Integer
CrudPage public static final String DO DELETE DO DELETE,CrudPage html tag ognl hispacta tapestry page CrudPage DO DELETE type submit value Delete onclick return confirm Do you really want to delete this item,1,hispacta\src\main\java\hispacta\tapestry\page\CrudPage.java,hispacta\src\main\resources\hispacta\tapestry\jwc\CrudPage.html,DO_DELETE,Error message content Conditional ognl page delegate hasErrors errors Foreach li allErrors error Delegator components value detailForm Form listeners formSubmit Hidden editing syncId synchronizeItem RenderBody canModify btEdit Submit Edit submitTag hispacta tapestry CrudPage DO EDIT submit contrib Choose When item id btInsert Insert SAVE Otherwise btUpdate Update btDelete Delete DELETE return confirm Do you really want to delete this btCreate Create CREATE new btList ListItems LIST List items, author miarkak transient page properties special lazy loading and so on abstract property getters setters CRUD operation hook methods restore manual to its pristine state before returnig pool Listener hooked Hidden syncId synchronize the item server with for submitted form param cycle current Request Cycle External link listener parameters external Form submit CrudPage BasePageimplementsIExternalPage PageRenderListener DO EDIT CREATE SAVE DELETE LIST editing submitTag getItem Optional empty  setItem doUpdate doDelete buildItem findItemById id canModify initialize super false null pageBeginRender arg this prepareItemForView getSubmitTag return setSubmitTag isEditing setEditing getSyncId getId setSyncId synchronizeItem if equals doRead doCreate activateExternalPage else Integer Boolean booleanValue formSubmit boolean goToList true checkErrors getDelegate getHasErrors prepareItemForPersistance try catch OptimisticLockingFailureException ex recordError getMessage optimistic locking failure ValidationConstraint CONSISTENCY DataIntegrityViolationException data integrity violation throw new RedirectException getListingPageName getPageName s
Employee private String phone,Employee html td class input input jwcid TextField value ognl item phone size maxlength td,1,hispacta\src\main\java\hispacta\bo\Employee.java,hispacta\src\main\webapp\WEB-INF\Employee.html,phone,My Division Last Name Miarka First Karel Birth Date Phone Email Username content Border my CrudPage label FieldLabel ognl components division message Conditional editing input readOnly ItemLink item lastName Insert firstName birthDate Employee DatePicker dayMonthFormat gray TextField phone email emailLink true active Active checkbox Checkbox Yes No username password passwordAgain, Employee id version username password firstName lastName birthDate division title phone email lastLogin lastHost roles active authorities getEmailLink Optional  if null length return a href mailto empty getFullName getLastName getFirstName getId setId this getVersion setVersion getDisplayLabel locale toString getDivision setDivision getPhone setPhone getEmail setEmail getTitle setTitle getLastHost setLastHost getLastLogin setLastLogin getRoles setRoles getBirthDate setBirthDate setFirstName setLastName getUsername setUsername login getPassword setPassword getActive setActive isEnabled false booleanValue getAuthorities new GrantedAuthority size Iterator iterator for int i hasNext GrantedAuthorityImpl ROLE String next toUpperCase Integer
Employee private Date birthDate,Employee html td class input input jwcid birthDate DatePicker value ognl item birthDate td,1,hispacta\src\main\java\hispacta\bo\Employee.java,hispacta\src\main\webapp\WEB-INF\Employee.html,birthDate,My Division Last Name Miarka First Karel Birth Date Phone Email Username content Border my CrudPage label FieldLabel ognl components division message Conditional editing input readOnly ItemLink item lastName Insert firstName birthDate Employee DatePicker dayMonthFormat gray TextField phone email emailLink true active Active checkbox Checkbox Yes No username password passwordAgain, Employee id version username password firstName lastName birthDate division title phone email lastLogin lastHost roles active authorities getEmailLink Optional  if null length return a href mailto empty getFullName getLastName getFirstName getId setId this getVersion setVersion getDisplayLabel locale toString getDivision setDivision getPhone setPhone getEmail setEmail getTitle setTitle getLastHost setLastHost getLastLogin setLastLogin getRoles setRoles getBirthDate setBirthDate setFirstName setLastName getUsername setUsername login getPassword setPassword getActive setActive isEnabled false booleanValue getAuthorities new GrantedAuthority size Iterator iterator for int i hasNext GrantedAuthorityImpl ROLE String next toUpperCase Integer
Division private String shortcut,Divisions html td span jwcid Insert value ognl item shortcut DVI span td,1,hispacta\src\main\java\hispacta\bo\Division.java,hispacta\src\main\webapp\WEB-INF\Divisions.html,shortcut,HISPACTA Divisions Tituln strana Divize Czech Name English Shortcut Virtualni Instrumentace Division of Virtual Instrumentation DVI generator Tapestry Application Framework version rc Content Type text html charset UTF stylesheet css base FFFFFF bDiv position absolute visibility hide z index JavaScript js bubble top images logo gif null hline topmenu podklad bok content Border listingTable my OrderColumn nameCz nameEn shortcut foreach even noborder right nowrap DetailLinks detail Insert ognl item PageNavigation pagingAndSorting Conditional canCreate Form createButtonForm get btCreate Submit listeners createButtonSubmit message Create submit new, author miarkak Division id nameCz nameEn shortcut getId Optional  return empty setId this getDisplayLabel locale if null getLanguage cs toString getNameCz setNameCz getNameEn setNameEn getShortcut setShortcut super new Integer
Employee private String firstName,Employee hbm xml property name firstName column first name,1,hispacta\src\main\java\hispacta\bo\Employee.java,hispacta\src\main\resources\hispacta\dao\impl\hibernate\mapping\Employee.hbm.xml,firstName,hispacta bo Employee employee read write id null native version firstName first name lastName last birthDate birth date division Division title phone email username login password passwd active NUMERIC lastLogin lastHost host roles role delete true string, Employee id version username password firstName lastName birthDate division title phone email lastLogin lastHost roles active authorities getEmailLink Optional  if null length return a href mailto empty getFullName getLastName getFirstName getId setId this getVersion setVersion getDisplayLabel locale toString getDivision setDivision getPhone setPhone getEmail setEmail getTitle setTitle getLastHost setLastHost getLastLogin setLastLogin getRoles setRoles getBirthDate setBirthDate setFirstName setLastName getUsername setUsername login getPassword setPassword getActive setActive isEnabled false booleanValue getAuthorities new GrantedAuthority size Iterator iterator for int i hasNext GrantedAuthorityImpl ROLE String next toUpperCase Integer
Employee private Division division,Employee html td class input select jwcid division td,1,hispacta\src\main\java\hispacta\bo\Employee.java,hispacta\src\main\webapp\WEB-INF\Employee.html,division,My Division Last Name Miarka First Karel Birth Date Phone Email Username content Border my CrudPage label FieldLabel ognl components division message Conditional editing input readOnly ItemLink item lastName Insert firstName birthDate Employee DatePicker dayMonthFormat gray TextField phone email emailLink true active Active checkbox Checkbox Yes No username password passwordAgain, Employee id version username password firstName lastName birthDate division title phone email lastLogin lastHost roles active authorities getEmailLink Optional  if null length return a href mailto empty getFullName getLastName getFirstName getId setId this getVersion setVersion getDisplayLabel locale toString getDivision setDivision getPhone setPhone getEmail setEmail getTitle setTitle getLastHost setLastHost getLastLogin setLastLogin getRoles setRoles getBirthDate setBirthDate setFirstName setLastName getUsername setUsername login getPassword setPassword getActive setActive isEnabled false booleanValue getAuthorities new GrantedAuthority size Iterator iterator for int i hasNext GrantedAuthorityImpl ROLE String next toUpperCase Integer
CrudPage private String submitTag,CrudPage html input jwcid btUpdate Submit label message Update selected ognl page submitTag,1,hispacta\src\main\java\hispacta\tapestry\page\CrudPage.java,hispacta\src\main\resources\hispacta\tapestry\jwc\CrudPage.html,submitTag,Error message content Conditional ognl page delegate hasErrors errors Foreach li allErrors error Delegator components value detailForm Form listeners formSubmit Hidden editing syncId synchronizeItem RenderBody canModify btEdit Submit Edit submitTag hispacta tapestry CrudPage DO EDIT submit contrib Choose When item id btInsert Insert SAVE Otherwise btUpdate Update btDelete Delete DELETE return confirm Do you really want to delete this btCreate Create CREATE new btList ListItems LIST List items, author miarkak transient page properties special lazy loading and so on abstract property getters setters CRUD operation hook methods restore manual to its pristine state before returnig pool Listener hooked Hidden syncId synchronize the item server with for submitted form param cycle current Request Cycle External link listener parameters external Form submit CrudPage BasePageimplementsIExternalPage PageRenderListener DO EDIT CREATE SAVE DELETE LIST editing submitTag getItem Optional empty  setItem doUpdate doDelete buildItem findItemById id canModify initialize super false null pageBeginRender arg this prepareItemForView getSubmitTag return setSubmitTag isEditing setEditing getSyncId getId setSyncId synchronizeItem if equals doRead doCreate activateExternalPage else Integer Boolean booleanValue formSubmit boolean goToList true checkErrors getDelegate getHasErrors prepareItemForPersistance try catch OptimisticLockingFailureException ex recordError getMessage optimistic locking failure ValidationConstraint CONSISTENCY DataIntegrityViolationException data integrity violation throw new RedirectException getListingPageName getPageName s
CrudPage private boolean editing,CrudPage html span jwcid Conditional condition ognl page editing page canModify,1,hispacta\src\main\java\hispacta\tapestry\page\CrudPage.java,hispacta\src\main\resources\hispacta\tapestry\jwc\CrudPage.html,editing,Error message content Conditional ognl page delegate hasErrors errors Foreach li allErrors error Delegator components value detailForm Form listeners formSubmit Hidden editing syncId synchronizeItem RenderBody canModify btEdit Submit Edit submitTag hispacta tapestry CrudPage DO EDIT submit contrib Choose When item id btInsert Insert SAVE Otherwise btUpdate Update btDelete Delete DELETE return confirm Do you really want to delete this btCreate Create CREATE new btList ListItems LIST List items, author miarkak transient page properties special lazy loading and so on abstract property getters setters CRUD operation hook methods restore manual to its pristine state before returnig pool Listener hooked Hidden syncId synchronize the item server with for submitted form param cycle current Request Cycle External link listener parameters external Form submit CrudPage BasePageimplementsIExternalPage PageRenderListener DO EDIT CREATE SAVE DELETE LIST editing submitTag getItem Optional empty  setItem doUpdate doDelete buildItem findItemById id canModify initialize super false null pageBeginRender arg this prepareItemForView getSubmitTag return setSubmitTag isEditing setEditing getSyncId getId setSyncId synchronizeItem if equals doRead doCreate activateExternalPage else Integer Boolean booleanValue formSubmit boolean goToList true checkErrors getDelegate getHasErrors prepareItemForPersistance try catch OptimisticLockingFailureException ex recordError getMessage optimistic locking failure ValidationConstraint CONSISTENCY DataIntegrityViolationException data integrity violation throw new RedirectException getListingPageName getPageName s
