flowTask,org powerstone workflow model FlowTaskUser String userID FlowTask flowTask Long id,select task from FlowTask join flowProcTransaction flowProc where flowProcID,1,FlowTaskUser,FlowTask,FlowTask.hbm.xml,powerstone\src\org\powerstone\workflow\model\FlowTaskUser.java,powerstone\src\org\powerstone\workflow\model\FlowTask.hbm.xml,org powerstone workflow model FlowTask WF FLOW TASK taskID PK ID java lang Long native taskState string VC STATE true createTime CREATE TIME startTime START overTime OVER flowProcTransaction FlowProcTransaction none auto FK PROC TRANSACTION flowNodeBinding FlowNodeBinding NODE BINDING taskUsers all delete orphan FlowTaskUser taskRoles FlowTaskRole taskAssigners FlowTaskAssigner newTasks NewTask taskRefuses FlowTaskRefuse sendEmail int SEND EMAIL NewTaskByNode MyNewTasksKinds MyExecutingTasksKinds TasksToAssign MyTasksToAssign MyTasksToAssignNum MyRefusedTasks NewTasksNotEmailed MyFinishedTasksKinds MyNewTasksNumByType MyExecutingTasksNumByType MyNewTasksByType MyExecutingTasksByType MyFinishedTasksNumByType MyFinishedTasksByType TaskByNodeAndProc TasksByProc, hibernate class table WF FLOW TASK USER query name IsTaskOwner select ftu from FlowTaskUser inner join flowTask ft where userID and taskID id column PK ID unsaved value generator native return Long property VC length type string not null true String many to one FK org powerstone workflow model FlowTask append this getId toString Optional  setId empty getUserID setUserID getFlowTask setFlowTask equals object if instanceof false new EqualsBuilder isEquals hashCode HashCodeBuilder toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE UserID liyingquan gmail com diamond china msn
flowTask,org powerstone workflow model NewTask Long id FlowTask flowTask String taskCandidateUserID,select task from FlowTask join flowProcTransaction flowProc where flowProcID,1,NewTask,FlowTask,FlowTask.hbm.xml,powerstone\src\org\powerstone\workflow\model\NewTask.java,powerstone\src\org\powerstone\workflow\model\FlowTask.hbm.xml,org powerstone workflow model FlowTask WF FLOW TASK taskID PK ID java lang Long native taskState string VC STATE true createTime CREATE TIME startTime START overTime OVER flowProcTransaction FlowProcTransaction none auto FK PROC TRANSACTION flowNodeBinding FlowNodeBinding NODE BINDING taskUsers all delete orphan FlowTaskUser taskRoles FlowTaskRole taskAssigners FlowTaskAssigner newTasks NewTask taskRefuses FlowTaskRefuse sendEmail int SEND EMAIL NewTaskByNode MyNewTasksKinds MyExecutingTasksKinds TasksToAssign MyTasksToAssign MyTasksToAssignNum MyRefusedTasks NewTasksNotEmailed MyFinishedTasksKinds MyNewTasksNumByType MyExecutingTasksNumByType MyNewTasksByType MyExecutingTasksByType MyFinishedTasksNumByType MyFinishedTasksByType TaskByNodeAndProc TasksByProc, hibernate class table WF FLOW TASK NEW p Title PowerStone id column PK ID unsaved value generator native return Long many to one FK org powerstone workflow model FlowTask property VC CANDIDATE USER length type string not null true String NewTask flowTask taskCandidateUserID getId Optional  setId this empty getFlowTask setFlowTask getTaskCandidateUserID setTaskCandidateUserID equals object if instanceof false nt new EqualsBuilder append isEquals hashCode HashCodeBuilder toString toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE CandidateUserID liyingquan gmail com diamond china msn
flowTask,org powerstone workflow model NewTask Long id FlowTask flowTask String taskCandidateUserID,select task from FlowTask join flowProcTransaction flowProc where flowProcID,1,NewTask,FlowTask,FlowTask.hbm.xml,powerstone\src\org\powerstone\workflow\model\NewTask.java,powerstone\src\org\powerstone\workflow\model\FlowTask.hbm.xml,org powerstone workflow model FlowTask WF FLOW TASK taskID PK ID java lang Long native taskState string VC STATE true createTime CREATE TIME startTime START overTime OVER flowProcTransaction FlowProcTransaction none auto FK PROC TRANSACTION flowNodeBinding FlowNodeBinding NODE BINDING taskUsers all delete orphan FlowTaskUser taskRoles FlowTaskRole taskAssigners FlowTaskAssigner newTasks NewTask taskRefuses FlowTaskRefuse sendEmail int SEND EMAIL NewTaskByNode MyNewTasksKinds MyExecutingTasksKinds TasksToAssign MyTasksToAssign MyTasksToAssignNum MyRefusedTasks NewTasksNotEmailed MyFinishedTasksKinds MyNewTasksNumByType MyExecutingTasksNumByType MyNewTasksByType MyExecutingTasksByType MyFinishedTasksNumByType MyFinishedTasksByType TaskByNodeAndProc TasksByProc, hibernate class table WF FLOW TASK NEW p Title PowerStone id column PK ID unsaved value generator native return Long many to one FK org powerstone workflow model FlowTask property VC CANDIDATE USER length type string not null true String NewTask flowTask taskCandidateUserID getId Optional  setId this empty getFlowTask setFlowTask getTaskCandidateUserID setTaskCandidateUserID equals object if instanceof false nt new EqualsBuilder append isEquals hashCode HashCodeBuilder toString toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE CandidateUserID liyingquan gmail com diamond china msn
flowTask,org powerstone workflow model NewTask Long id FlowTask flowTask String taskCandidateUserID,org powerstone workflow model NewTask id flowTask taskCandidateUserID,1,NewTask,NewTask,NewTask.hbm.xml,powerstone\src\org\powerstone\workflow\model\NewTask.java,powerstone\src\org\powerstone\workflow\model\NewTask.hbm.xml,org powerstone workflow model NewTask WF FLOW TASK NEW id PK ID java lang Long native flowTask FlowTask none auto FK taskCandidateUserID string VC CANDIDATE USER true, hibernate class table WF FLOW TASK NEW p Title PowerStone id column PK ID unsaved value generator native return Long many to one FK org powerstone workflow model FlowTask property VC CANDIDATE USER length type string not null true String NewTask flowTask taskCandidateUserID getId Optional  setId this empty getFlowTask setFlowTask getTaskCandidateUserID setTaskCandidateUserID equals object if instanceof false nt new EqualsBuilder append isEquals hashCode HashCodeBuilder toString toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE CandidateUserID liyingquan gmail com diamond china msn
flowTask,org powerstone workflow model NewTask Long id FlowTask flowTask String taskCandidateUserID,select task from FlowTask join flowProcTransaction flowProc where flowProcID,1,NewTask,FlowTask,FlowTask.hbm.xml,powerstone\src\org\powerstone\workflow\model\NewTask.java,powerstone\src\org\powerstone\workflow\model\FlowTask.hbm.xml,org powerstone workflow model FlowTask WF FLOW TASK taskID PK ID java lang Long native taskState string VC STATE true createTime CREATE TIME startTime START overTime OVER flowProcTransaction FlowProcTransaction none auto FK PROC TRANSACTION flowNodeBinding FlowNodeBinding NODE BINDING taskUsers all delete orphan FlowTaskUser taskRoles FlowTaskRole taskAssigners FlowTaskAssigner newTasks NewTask taskRefuses FlowTaskRefuse sendEmail int SEND EMAIL NewTaskByNode MyNewTasksKinds MyExecutingTasksKinds TasksToAssign MyTasksToAssign MyTasksToAssignNum MyRefusedTasks NewTasksNotEmailed MyFinishedTasksKinds MyNewTasksNumByType MyExecutingTasksNumByType MyNewTasksByType MyExecutingTasksByType MyFinishedTasksNumByType MyFinishedTasksByType TaskByNodeAndProc TasksByProc, hibernate class table WF FLOW TASK NEW p Title PowerStone id column PK ID unsaved value generator native return Long many to one FK org powerstone workflow model FlowTask property VC CANDIDATE USER length type string not null true String NewTask flowTask taskCandidateUserID getId Optional  setId this empty getFlowTask setFlowTask getTaskCandidateUserID setTaskCandidateUserID equals object if instanceof false nt new EqualsBuilder append isEquals hashCode HashCodeBuilder toString toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE CandidateUserID liyingquan gmail com diamond china msn
flowTask,org powerstone workflow model FlowTaskRefuse Long id String refuseFor refuseUser FlowTask flowTask,org powerstone workflow model FlowTaskRefuse id flowTask refuseFor refuseUser,1,FlowTaskRefuse,FlowTaskRefuse,FlowTaskRefuse.hbm.xml,powerstone\src\org\powerstone\workflow\model\FlowTaskRefuse.java,powerstone\src\org\powerstone\workflow\model\FlowTaskRefuse.hbm.xml,org powerstone workflow model FlowTaskRefuse WF FLOW TASK REFUSE id PK ID java lang Long native refuseFor string VC FOR true refuseUser USER flowTask FlowTask none auto FK, hibernate class table WF FLOW TASK REFUSE p Title PowerStone Description workflow powered by Spring Copyright c Company Co Ltd author daquan version id column PK ID unsaved value generator native return Long property VC FOR length type string not null true String USER many to one FK org powerstone model FlowTask FlowTaskRefuse refuseFor refuseUser flowTask getId Optional  empty setId this getRefuseFor setRefuseFor getRefuseUser setRefuseUser getFlowTask setFlowTask equals object if instanceof false ftu new EqualsBuilder append isEquals hashCode HashCodeBuilder toString toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE RefuseFor RefuseUser liyingquan gmail com diamond china msn
pageSize,org powerstone ca web UserGroupController Log log UserManager userManager service UserManagerTest User  user GroupManager groupManager GroupManagerTest Group group AuthenticateManager authenticate Integer pageSize,userGroupController org powerstone ca web UserGroupController methodNameResolver groupManager userManager authenticate pageSize,1,UserGroupController,user group servlet,user_group-servlet.xml,powerstone\src\org\powerstone\ca\web\UserGroupController.java,powerstone\web\WEB-INF\user_group-servlet.xml,dataAccessFailure WEB INF views user group jsp userGroupController groupFormController userFormController myInfoFormController passFormController myPassFormController successSubmit listGroups listGroupsTree listGroupMembers listUsersNoGroup removeGroup addGroupMembers groupTreeToAddMember listUsersToAddMember addUsersToGroup removeGroupMembers login logout org powerstone ca model Group User pass exceptionResolver springframework web servlet handler SimpleMappingExceptionResolver exceptionMappings dao DataAccessException messageSource context support ResourceBundleMessageSource basename messages viewResolver view InternalResourceViewResolver prefix suffix urlMapping SimpleUrlHandlerMapping mappings success submit list groups tree members users no edit remove add to my info change UserGroupController methodNameResolver userGroupControllerResolver groupManager userManager authenticate authenticateManager pageSize mvc multiaction PropertiesMethodNameResolver member GroupFormController commandName commandClass formView groupForm successView redirect validator beanValidator userFormValidator UserFormValidator UserFormController validators userForm MyInfoFormController myInfoForm caDelegater PassFormController passForm MyPassFormController myPassForm springmodules commons DefaultBeanValidator validatorFactory, prop key user group success submit ca successSubmit list groups listGroups tree listGroupsTree members listGroupMembers users no listUsersNoGroup remove removeGroup add addGroupMembers to member groupTreeToAddMember listUsersToAddMember addUsersToGroup removeGroupMembers login logout checkboxName found with the groupID UserGroupController log userManager groupManager authenticate pageSize setUserManager Optional  this empty setGroupManager request response if getParameter userID pass Object url getSession getAttribute CAFilter DESTINATION URL null removeAttribute isDebugEnabled debug return new ModelAndView RedirectView getContextPath leaveLine HashMap map List allGroups findAllGroups TreeMaker tm mainFrame put groupTree makeTree String model Group try findGroup catch Exception e error currPageNo Integer pageNum strTo pageTo first last next end int iPage pageCount groupMembersNum getUsers size intValue else totalPageNum aPageMembers findGroupMembersByPage groupName getGroupName usersHaveNoGroup findUsersHaveNoGroup optionsTree for Iterator it iterator hasNext getParentGroup GroupSelectTreeMaker printSelectTreeMaker toAdds getParameterValues toDo i length addUserToGroup toDels removeUserFromGroup changePass setAttribute updatePass edit setAuthenticate setPageSize liyingquan gmail com diamond china msn
paramName,org powerstone workflow model WFDriverInputParam Long driverInputParamID String paramName WorkflowDriver workflowDriver paramAlias,driverInput driverInputParamID paramName paramAlias,1,WFDriverInputParam,driverInputForm,driverInputForm.jsp,powerstone\src\org\powerstone\workflow\model\WFDriverInputParam.java,powerstone\web\WEB-INF\views\flow_driver\driverInputForm.jsp,value newInputParam title request getContextPath img PowerStone css text stylesheet tableFrame tdTitle tdContent tableNoBorderCenter center driverInput not empty status errorMessages error false post wf edit input param fd return validateWFDriverInputParam this wFDriverInputParamForm driverInputParamID hidden c out driverID driver paramID paramName fieldError errorMessage paramAlias submit button default fmt message key global ok cancel window close, hibernate class table WF DRIVER IN PARAM p Title PowerStone id column PK INPUT ID unsaved value generator native return Long property VC NAME length type string not null true String many to one FK FLOW org powerstone workflow model WorkflowDriver ALIAS WFDriverInputParam driverInputParamID paramName workflowDriver paramAlias getDriverInputParamID Optional  setDriverInputParamID this empty getParamName setParamName getWorkflowDriver setWorkflowDriver getParamAlias setParamAlias equals object if instanceof false fdp new EqualsBuilder append toString isEquals hashCode HashCodeBuilder toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
paramName,org powerstone workflow model WFDriverInputParam Long driverInputParamID String paramName WorkflowDriver workflowDriver paramAlias,theInputParam paramName paramAlias driverInputParamID,1,WFDriverInputParam,seeDriverDetail,seeDriverDetail.jsp,powerstone\src\org\powerstone\workflow\model\WFDriverInputParam.java,powerstone\web\WEB-INF\views\flow_driver\seeDriverDetail.jsp,width height src img add gif delete style cursor hand document select submit Content Type text html charset gb request getContextPath PowerStone css stylesheet top center driver input param window open wf edit fd driverID c out value theInputParam theDriver wfDriverInputParams paramName paramAlias deleteInputParam driverInputParamID image x s output wfDriverOutputParams theOutputParam deleteOutputParam driverOutputParamID POST remove paramenume flowDriverID paramEnumeToDel multiple driverOutputParamEnumes theOutputParamEnume driverOutputParamEnumeID driverOutputParamEnumeValue enume f button if confirm fmt message key, hibernate class table WF DRIVER IN PARAM p Title PowerStone id column PK INPUT ID unsaved value generator native return Long property VC NAME length type string not null true String many to one FK FLOW org powerstone workflow model WorkflowDriver ALIAS WFDriverInputParam driverInputParamID paramName workflowDriver paramAlias getDriverInputParamID Optional  setDriverInputParamID this empty getParamName setParamName getWorkflowDriver setWorkflowDriver getParamAlias setParamAlias equals object if instanceof false fdp new EqualsBuilder append toString isEquals hashCode HashCodeBuilder toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
paramName,org powerstone workflow model WFDriverInputParam Long driverInputParamID String paramName WorkflowDriver workflowDriver paramAlias,driver,1,WFDriverInputParam,driverInputForm,driverInputForm.jsp,powerstone\src\org\powerstone\workflow\model\WFDriverInputParam.java,powerstone\web\WEB-INF\views\flow_driver\driverInputForm.jsp,value newInputParam title request getContextPath img PowerStone css text stylesheet tableFrame tdTitle tdContent tableNoBorderCenter center driverInput not empty status errorMessages error false post wf edit input param fd return validateWFDriverInputParam this wFDriverInputParamForm driverInputParamID hidden c out driverID driver paramID paramName fieldError errorMessage paramAlias submit button default fmt message key global ok cancel window close, hibernate class table WF DRIVER IN PARAM p Title PowerStone id column PK INPUT ID unsaved value generator native return Long property VC NAME length type string not null true String many to one FK FLOW org powerstone workflow model WorkflowDriver ALIAS WFDriverInputParam driverInputParamID paramName workflowDriver paramAlias getDriverInputParamID Optional  setDriverInputParamID this empty getParamName setParamName getWorkflowDriver setWorkflowDriver getParamAlias setParamAlias equals object if instanceof false fdp new EqualsBuilder append toString isEquals hashCode HashCodeBuilder toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
paramName,org powerstone workflow model WFDriverInputParam Long driverInputParamID String paramName WorkflowDriver workflowDriver paramAlias,org powerstone workflow model WFDriverInputParam driverInputParamID workflowDriver paramName paramAlias,1,WFDriverInputParam,WFDriverInputParam,WFDriverInputParam.hbm.xml,powerstone\src\org\powerstone\workflow\model\WFDriverInputParam.java,powerstone\src\org\powerstone\workflow\model\WFDriverInputParam.hbm.xml,org powerstone workflow model WFDriverInputParam WF DRIVER IN PARAM driverInputParamID PK INPUT ID java lang Long native paramName string VC NAME true workflowDriver WorkflowDriver none auto FK FLOW paramAlias ALIAS, hibernate class table WF DRIVER IN PARAM p Title PowerStone id column PK INPUT ID unsaved value generator native return Long property VC NAME length type string not null true String many to one FK FLOW org powerstone workflow model WorkflowDriver ALIAS WFDriverInputParam driverInputParamID paramName workflowDriver paramAlias getDriverInputParamID Optional  setDriverInputParamID this empty getParamName setParamName getWorkflowDriver setWorkflowDriver getParamAlias setParamAlias equals object if instanceof false fdp new EqualsBuilder append toString isEquals hashCode HashCodeBuilder toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
paramName,org powerstone workflow model WFDriverInputParam Long driverInputParamID String paramName WorkflowDriver workflowDriver paramAlias,wFDriverInputParam paramName paramAlias wFDriverOutputParam,1,WFDriverInputParam,validation,validation.xml,powerstone\src\org\powerstone\workflow\model\WFDriverInputParam.java,powerstone\web\WEB-INF\validation.xml,maxlength mask A Za z minlength secondProperty confirmPass function group groupName required ca name true user userName password twofields realName email role roleName webModule webModuleName web module resource resourceID id start with resourceName actionURL action url workflowDriver flowDriverName driver writeURL WRITE URL contextPath ContextPath wFDriverInputParam paramName paramAlias wFDriverOutputParam wFDriverOutputParamEnume driverOutputParamEnumeValue OutputParamEnumeValue businessType typeName TypeName flowDeploy flowDeployName FlowDeployName, hibernate class table WF DRIVER IN PARAM p Title PowerStone id column PK INPUT ID unsaved value generator native return Long property VC NAME length type string not null true String many to one FK FLOW org powerstone workflow model WorkflowDriver ALIAS WFDriverInputParam driverInputParamID paramName workflowDriver paramAlias getDriverInputParamID Optional  setDriverInputParamID this empty getParamName setParamName getWorkflowDriver setWorkflowDriver getParamAlias setParamAlias equals object if instanceof false fdp new EqualsBuilder append toString isEquals hashCode HashCodeBuilder toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
paramName,org powerstone workflow model WFDriverOutputParam Long driverOutputParamID String paramName paramAlias WorkflowDriver workflowDriver List driverOutputParamEnumes,driverOutput driverOutputParamID paramName paramAlias,1,WFDriverOutputParam,driverOutputForm,driverOutputForm.jsp,powerstone\src\org\powerstone\workflow\model\WFDriverOutputParam.java,powerstone\web\WEB-INF\views\flow_driver\driverOutputForm.jsp,value newOutputParam title request getContextPath img PowerStone css text stylesheet tableFrame tdTitle tdContent tableNoBorderCenter center driverOutput not empty status errorMessages error false post wf edit output param fd return validateWFDriverOutputParam this wFDriverOutputParamForm driverOutputParamID hidden c out driverID driver paramID paramName input fieldError errorMessage paramAlias submit button default fmt message key global ok cancel window close, hibernate class table WF DRIVER OUT PARAM p Title PowerStone id column PK OUTPUT ID unsaved value generator native return Long property VC NAME length type string not null true String ALIAS many to one FK FLOW org powerstone workflow model WorkflowDriver bag name driverOutputParamEnumes cascade all delete orphan lazy inverse collection key WFDriverOutputParamEnume List WFDriverOutputParam driverOutputParamID paramName paramAlias workflowDriver getDriverOutputParamID Optional  setDriverOutputParamID this empty getParamName setParamName getParamAlias setParamAlias getWorkflowDriver setWorkflowDriver getDriverOutputParamEnumes setDriverOutputParamEnumes addParamEnume wdOutParamEnume add setWfDriverOutputParam removeParamEnume remove removeAllWorkflowMetas if size for Iterator it iterator hasNext next clear equals object instanceof false fdp new EqualsBuilder append toString isEquals hashCode HashCodeBuilder toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
paramName,org powerstone workflow model WFDriverOutputParam Long driverOutputParamID String paramName paramAlias WorkflowDriver workflowDriver List driverOutputParamEnumes,org powerstone workflow model WFDriverOutputParam driverOutputParamID workflowDriver paramName paramAlias driverOutputParamEnumes,1,WFDriverOutputParam,WFDriverOutputParam,WFDriverOutputParam.hbm.xml,powerstone\src\org\powerstone\workflow\model\WFDriverOutputParam.java,powerstone\src\org\powerstone\workflow\model\WFDriverOutputParam.hbm.xml,org powerstone workflow model WFDriverOutputParam WF DRIVER OUT PARAM driverOutputParamID PK OUTPUT ID java lang Long native paramName string VC NAME true paramAlias ALIAS workflowDriver WorkflowDriver none auto FK FLOW driverOutputParamEnumes all delete orphan WFDriverOutputParamEnume, hibernate class table WF DRIVER OUT PARAM p Title PowerStone id column PK OUTPUT ID unsaved value generator native return Long property VC NAME length type string not null true String ALIAS many to one FK FLOW org powerstone workflow model WorkflowDriver bag name driverOutputParamEnumes cascade all delete orphan lazy inverse collection key WFDriverOutputParamEnume List WFDriverOutputParam driverOutputParamID paramName paramAlias workflowDriver getDriverOutputParamID Optional  setDriverOutputParamID this empty getParamName setParamName getParamAlias setParamAlias getWorkflowDriver setWorkflowDriver getDriverOutputParamEnumes setDriverOutputParamEnumes addParamEnume wdOutParamEnume add setWfDriverOutputParam removeParamEnume remove removeAllWorkflowMetas if size for Iterator it iterator hasNext next clear equals object instanceof false fdp new EqualsBuilder append toString isEquals hashCode HashCodeBuilder toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
paramName,org powerstone workflow model WFDriverOutputParam Long driverOutputParamID String paramName paramAlias WorkflowDriver workflowDriver List driverOutputParamEnumes,driver,1,WFDriverOutputParam,driverOutputForm,driverOutputForm.jsp,powerstone\src\org\powerstone\workflow\model\WFDriverOutputParam.java,powerstone\web\WEB-INF\views\flow_driver\driverOutputForm.jsp,value newOutputParam title request getContextPath img PowerStone css text stylesheet tableFrame tdTitle tdContent tableNoBorderCenter center driverOutput not empty status errorMessages error false post wf edit output param fd return validateWFDriverOutputParam this wFDriverOutputParamForm driverOutputParamID hidden c out driverID driver paramID paramName input fieldError errorMessage paramAlias submit button default fmt message key global ok cancel window close, hibernate class table WF DRIVER OUT PARAM p Title PowerStone id column PK OUTPUT ID unsaved value generator native return Long property VC NAME length type string not null true String ALIAS many to one FK FLOW org powerstone workflow model WorkflowDriver bag name driverOutputParamEnumes cascade all delete orphan lazy inverse collection key WFDriverOutputParamEnume List WFDriverOutputParam driverOutputParamID paramName paramAlias workflowDriver getDriverOutputParamID Optional  setDriverOutputParamID this empty getParamName setParamName getParamAlias setParamAlias getWorkflowDriver setWorkflowDriver getDriverOutputParamEnumes setDriverOutputParamEnumes addParamEnume wdOutParamEnume add setWfDriverOutputParam removeParamEnume remove removeAllWorkflowMetas if size for Iterator it iterator hasNext next clear equals object instanceof false fdp new EqualsBuilder append toString isEquals hashCode HashCodeBuilder toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
paramName,org powerstone workflow model WFDriverOutputParam Long driverOutputParamID String paramName paramAlias WorkflowDriver workflowDriver List driverOutputParamEnumes,theOutputParam paramName paramAlias driverOutputParamID driverOutputParamEnumes,1,WFDriverOutputParam,seeDriverDetail,seeDriverDetail.jsp,powerstone\src\org\powerstone\workflow\model\WFDriverOutputParam.java,powerstone\web\WEB-INF\views\flow_driver\seeDriverDetail.jsp,width height src img add gif delete style cursor hand document select submit Content Type text html charset gb request getContextPath PowerStone css stylesheet top center driver input param window open wf edit fd driverID c out value theInputParam theDriver wfDriverInputParams paramName paramAlias deleteInputParam driverInputParamID image x s output wfDriverOutputParams theOutputParam deleteOutputParam driverOutputParamID POST remove paramenume flowDriverID paramEnumeToDel multiple driverOutputParamEnumes theOutputParamEnume driverOutputParamEnumeID driverOutputParamEnumeValue enume f button if confirm fmt message key, hibernate class table WF DRIVER OUT PARAM p Title PowerStone id column PK OUTPUT ID unsaved value generator native return Long property VC NAME length type string not null true String ALIAS many to one FK FLOW org powerstone workflow model WorkflowDriver bag name driverOutputParamEnumes cascade all delete orphan lazy inverse collection key WFDriverOutputParamEnume List WFDriverOutputParam driverOutputParamID paramName paramAlias workflowDriver getDriverOutputParamID Optional  setDriverOutputParamID this empty getParamName setParamName getParamAlias setParamAlias getWorkflowDriver setWorkflowDriver getDriverOutputParamEnumes setDriverOutputParamEnumes addParamEnume wdOutParamEnume add setWfDriverOutputParam removeParamEnume remove removeAllWorkflowMetas if size for Iterator it iterator hasNext next clear equals object instanceof false fdp new EqualsBuilder append toString isEquals hashCode HashCodeBuilder toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
paramName,org powerstone workflow model WFDriverOutputParam Long driverOutputParamID String paramName paramAlias WorkflowDriver workflowDriver List driverOutputParamEnumes,wFDriverInputParam paramName paramAlias wFDriverOutputParam,1,WFDriverOutputParam,validation,validation.xml,powerstone\src\org\powerstone\workflow\model\WFDriverOutputParam.java,powerstone\web\WEB-INF\validation.xml,maxlength mask A Za z minlength secondProperty confirmPass function group groupName required ca name true user userName password twofields realName email role roleName webModule webModuleName web module resource resourceID id start with resourceName actionURL action url workflowDriver flowDriverName driver writeURL WRITE URL contextPath ContextPath wFDriverInputParam paramName paramAlias wFDriverOutputParam wFDriverOutputParamEnume driverOutputParamEnumeValue OutputParamEnumeValue businessType typeName TypeName flowDeploy flowDeployName FlowDeployName, hibernate class table WF DRIVER OUT PARAM p Title PowerStone id column PK OUTPUT ID unsaved value generator native return Long property VC NAME length type string not null true String ALIAS many to one FK FLOW org powerstone workflow model WorkflowDriver bag name driverOutputParamEnumes cascade all delete orphan lazy inverse collection key WFDriverOutputParamEnume List WFDriverOutputParam driverOutputParamID paramName paramAlias workflowDriver getDriverOutputParamID Optional  setDriverOutputParamID this empty getParamName setParamName getParamAlias setParamAlias getWorkflowDriver setWorkflowDriver getDriverOutputParamEnumes setDriverOutputParamEnumes addParamEnume wdOutParamEnume add setWfDriverOutputParam removeParamEnume remove removeAllWorkflowMetas if size for Iterator it iterator hasNext next clear equals object instanceof false fdp new EqualsBuilder append toString isEquals hashCode HashCodeBuilder toHashCode ToStringBuilder ToStringStyle MULTI LINE STYLE liyingquan gmail com diamond china msn
